Iteração: 0   [ 0.5, -1.0, 4.5, 0.7222222222222222, [--] ]
Iteração: 1   [ 0.7222222222222222, 0.3182441700960217, 7.462962962962963, 0.6795790828048893, 0.04264313941733289 ]
Iteração: 2   [ 0.6795790828048893, 0.013180119401383195, 6.848440875544943, 0.6776545397386787, 0.0019245430662105933 ]
Iteração: 3   [ 0.6776545397386787, 2.619976075246555E-5, 6.821221289802716, 0.6776506988193419, 3.840919336806081E-6 ]


TESTANDO
